"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Кунжутные семечки"	"3 столовые ложки"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Молотый черный перец"	"по вкусу"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Сушеный красный перец"	"½ штуки"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Лимон"	"½ штуки"
"4"	"salaty"	"salat-s-krevetkami-kunzhutom-21742"	"Оливковое масло"	"2 столовые ложки"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Помидоры"	"2 штуки"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Зеленый перец"	"1 штука"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Маслины"	"10 штук"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Огурцы"	"2 штуки"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Сушеный орегано"	"1 чайная ложка"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Сыр фета"	"300 г"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Оливковое масло"	"5 мл"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Соль"	"на кончике ножа"
"4"	"salaty"	"nastojaschij-grecheskij-salat-30893"	"Красный лук"	"1 головка"
"4"	"salaty"	"jaichnij-salat-47456"	"Куриное яйцо"	"10 штук"
"4"	"salaty"	"jaichnij-salat-47456"	"Майонез"	"100 г"
"4"	"salaty"	"jaichnij-salat-47456"	"Зеленый лук"	"1 пучок"
"4"	"salaty"	"jaichnij-salat-47456"	"Молотый черный перец"	"по вкусу"
"4"	"salaty"	"jaichnij-salat-47456"	"Соль"	"по вкусу"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Куриная печень"	"250 г"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Манго"	"350 г"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Смесь салатных листьев"	"75 г"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Оливковое масло"	"7 столовых ложек"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Дижонская горчица"	"3 столовые ложки"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Мед"	"2 столовые ложки"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Горчица"	"по вкусу"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Соль"	"по вкусу"
"4"	"salaty"	"salat-s-mango-kurinoj-pechenju-23847"	"Молотый черный перец"	"по вкусу"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Помидоры"	"400 г"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Смесь салатных листьев"	"75 г"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Чеснок"	"1 зубчик"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Натуральный йогурт"	"200 мл"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Оливковое масло"	"55 мл"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Соль"	"по вкусу"
"4"	"salaty"	"salat-s-obzharennimi-tomatami-31055"	"Молотый черный перец"	"по вкусу"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Мини кальмары "	"12 штук"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Крупные помидоры черри "	"8 штук"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Сладкий перец"	"1 штука"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Цукини"	"1 штука"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Чеснок"	"1 зубчик"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Лимон"	"½ штуки"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Копченый сыр сулугуни"	"100 г"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Петрушка"	"15 г"
"4"	"zakuski"	"salat-s-kalmarami-ovoschami-kopchenim-sirom-31628"	"Оливковое масло"	"100 мл"
